Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Ratio H/L	Ratio H/L normalized	Ratio H/L variability [%]	Ratio H/L count	Ratio H/L iso-count	Ratio H/L type	Intensity	Intensity L	Intensity H	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
b3204	b3204	1	1	1		1	1	1	1	6.7	6.7	6.7	17.959	163	163	0.0058824	1.6929	NaN	NaN	NaN	1	0	Median	36669	26361	10308				238	126	True	127	262	1290;1291	1290		
b3229	b3229	5	5	5		1	5	5	5	28.8	28.8	28.8	24.305	212	212	0	9.616	0.69115	0.95725	1.0313	2	0	Median	235180	158910	76268				239	345;464;880;1164;1564	True;True;True;True;True	349;468;887;1172;1583	695;931;1700;2262;3050;3051	3196;3197;3198;3199;3200;3201;3202;4240;4241;4242;4243;7413;7414;7415;9703;9704;12749;12750;12751;12752;12753;12754	3200;4243;7415;9704;12752		
b3230	b3230	8	8	8		1	8	8	8	49.2	49.2	49.2	14.856	130	130	0	27.941	0.68196	1.0838	101.22	11	0	Leave out requantified	2586800	1577200	1009600				240	52;148;149;150;645;1051;1416;1510	True;True;True;True;True;True;True;True	52;149;150;151;152;153;651;1058;1432;1526	94;95;306;307;308;309;310;311;312;313;1256;1257;2040;2752;2753;2949;2950	431;432;433;434;435;436;437;438;439;440;441;442;443;444;445;446;447;448;449;1537;1538;1539;1540;1541;1542;1543;1544;1545;1546;1547;1548;1549;1550;1551;1552;1553;1554;1555;5571;5572;5573;5574;5575;5576;5577;5578;5579;5580;5581;5582;5583;8773;8774;8775;8776;8777;11495;11496;11497;11498;11499;11500;11501;12340;12341;12342;12343;12344;12345;12346;12347;12348;12349;12350;12351;12352;12353;12354	440;1539;1549;1553;5579;8775;11499;12344	14	88
b3231	b3231	6	6	6		1	6	6	6	44.4	44.4	44.4	16.018	142	142	0	55.756	0.74524	1.1501	22.853	7	0	Leave out requantified	1203300	700080	503210				241	373;1038;1379;1603;1762;1866	True;True;True;True;True;True	377;1045;1394;1622;1782;1887	768;769;2020;2021;2685;2686;2687;3124;3483;3704	3561;3562;3563;3564;3565;3566;3567;3568;3569;3570;3571;3572;3573;3574;3575;3576;3577;8711;8712;8713;8714;8715;8716;8717;8718;8719;8720;8721;8722;8723;8724;8725;8726;8727;11272;11273;11274;11275;11276;11277;11278;11279;11280;11281;11282;13040;13041;13042;13043;14610;14611;14612;15630	3575;8722;11277;13043;14610;15630		
b3236	b3236	9	9	9		1	9	9	9	31.7	31.7	31.7	32.337	312	312	0	37.497	0.65533	1.0188	21.038	16	0	Leave out requantified	1806500	1065600	740920				242	307;528;534;925;1068;1343;1466;1524;1712	True;True;True;True;True;True;True;True;True	311;532;538;932;1075;1358;1482;1541;1732	633;634;1031;1032;1045;1046;1799;2072;2073;2634;2635;2864;2865;2975;3379;3380	2947;2948;2949;2950;2951;2952;2953;2954;4591;4592;4593;4594;4595;4596;4597;4598;4599;4600;4601;4663;4664;7968;8924;8925;8926;8927;8928;8929;8930;8931;8932;8933;8934;8935;8936;8937;8938;8939;8940;8941;8942;8943;8944;8945;8946;8947;8948;8949;8950;8951;11108;11109;11110;11111;11978;11979;11980;11981;11982;11983;11984;11985;11986;12441;14130;14131;14132;14133;14134;14135;14136	2949;4599;4664;7968;8929;11109;11984;12441;14131		
b3251	b3251	5	5	5		1	5	5	5	17.3	17.3	17.3	36.952	347	347	0	7.2928	NaN	NaN	NaN	1	0	Median	212490	121410	91081				243	299;712;862;1337;1366	True;True;True;True;True	303;718;869;1352;1381	621;1369;1370;1371;1372;1657;2623;2667	2904;5974;5975;5976;5977;5978;5979;5980;5981;5982;5983;7192;7193;11057;11206;11207;11208;11209	2904;5975;7192;11057;11207		
b3255	b3255	2	2	2		1	2	2	2	10.9	10.9	10.9	16.687	156	156	0	2.9566	2.0318	3.07	39.941	2	0	Median	53152	12988	40164				244	65;1529	True;True	65;1547	119;2994;2995	536;537;12532;12533;12534	536;12532		
b3256	b3256	6	6	6		1	6	6	6	15.6	15.6	15.6	49.32	449	449	0	5.7984	0.88458	0.91015	7.3279	6	0	Leave out requantified	297940	157630	140310				245	613;819;927;1305;1487;1649	True;True;True;True;True;True	618;825;934;1320;1503;1668	1209;1580;1801;1802;2569;2902;2903;3201	5403;6874;7972;7973;10876;10877;10878;10879;10880;10881;12173;12174;13276	5403;6874;7972;10879;12173;13276		
b3261	b3261	1	1	1		1	1	1	1	9.2	9.2	9.2	11.24	98	98	1	-2	NaN	NaN	NaN	1	0	Median	28958	15695	13263	+			246	20	True	20	41	233	233	15	80
b3287	b3287	2	2	2		1	2	2	2	12.4	12.4	12.4	19.328	169	169	0	2.2123	0.55683	0.8347	4.6508	3	0	Median	131480	91740	39735				247	1071;1218	True;True	1078;1226	2076;2077;2375;2376	8955;8956;8957;8958;10138;10139;10140;10141;10142;10143	8958;10138		
b3294	b3294	5	5	5		1	5	5	5	28.3	28.3	28.3	14.364	127	127	0	60.186	0.61017	0.95846	4.2531	8	0	Leave out requantified	2135700	1396600	739030				248	1072;1344;1453;1660;1846	True;True;True;True;True	1079;1359;1469;1679;1867	2078;2079;2636;2637;2834;2835;2836;3218;3644;3645;3646	8959;8960;8961;8962;8963;8964;8965;8966;8967;11112;11113;11114;11115;11116;11843;11844;11845;11846;13331;15240;15241;15242;15243;15244;15245;15246;15247;15248;15249;15250;15251;15252;15253;15254;15255;15256;15257;15258;15259;15260;15261;15262;15263;15264;15265;15266;15267;15268;15269;15270;15271;15272;15273;15274;15275;15276;15277;15278;15279;15280;15281;15282;15283;15284	8965;11112;11844;13331;15268		
b3295	b3295	13	13	13		1	13	13	13	45.9	45.9	45.9	36.511	329	329	0	31.997	1.177	1.2536	10.415	17	0	Leave out requantified	1642400	797660	844700				249	23;40;393;418;639;700;777;837;1210;1282;1415;1516;1839	True;True;True;True;True;True;True;True;True;True;True;True;True	23;40;397;422;645;706;783;843;1218;1293;1431;1532;1860	46;47;48;49;77;78;797;798;840;841;1243;1354;1501;1502;1612;1613;2362;2502;2503;2504;2750;2751;2958;2959;2960;2961;2962;2963;3627;3628;3629;3630	260;261;262;263;264;265;266;267;268;269;270;271;363;364;365;3680;3681;3682;3683;3684;3685;3686;3687;3688;3689;3690;3691;3692;3830;3831;3832;3833;3834;3835;3836;3837;3838;3839;3840;3841;3842;3843;3844;3845;3846;3847;3848;3849;3850;3851;5515;5920;5921;5922;5923;5924;5925;6506;6507;6990;6991;6992;10098;10565;10566;10567;10568;10569;10570;10571;10572;11492;11493;11494;12390;12391;12392;12393;12394;12395;15156;15157;15158;15159;15160;15161;15162;15163;15164;15165;15166;15167;15168	261;363;3683;3839;5515;5925;6506;6991;10098;10567;11494;12390;15166		
b3296	b3296	14	14	14		1	14	14	14	54.9	54.9	54.9	23.469	206	206	0	93.566	0.80005	1.1151	10.712	30	0	Leave out requantified	6648900	3698100	2950800				250	19;415;441;716;972;1052;1120;1121;1179;1257;1437;1442;1467;1851	True;True;True;True;True;True;True;True;True;True;True;True;True;True	19;419;445;722;979;1059;1127;1128;1187;1267;1453;1458;1483;1872	36;37;38;39;40;836;891;892;893;894;895;1376;1377;1378;1379;1889;1890;2041;2042;2043;2164;2165;2166;2167;2292;2293;2294;2295;2296;2297;2451;2801;2802;2803;2810;2811;2866;2867;3657;3658;3659	159;160;161;162;163;164;165;166;167;168;169;170;171;172;173;174;175;176;177;178;179;180;181;182;183;184;185;186;187;188;189;190;191;192;193;194;195;196;197;198;199;200;201;202;203;204;205;206;207;208;209;210;211;212;213;214;215;216;217;218;219;220;221;222;223;224;225;226;227;228;229;230;231;232;3824;3825;4065;4066;4067;4068;4069;4070;4071;4072;4073;4074;4075;4076;4077;4078;4079;4080;4081;4082;4083;4084;4085;4086;4087;4088;6006;6007;6008;6009;6010;6011;6012;6013;6014;6015;6016;6017;6018;6019;6020;6021;6022;6023;6024;6025;6026;6027;6028;6029;6030;6031;8234;8235;8236;8237;8238;8239;8240;8241;8242;8243;8244;8245;8246;8247;8248;8778;8779;8780;8781;8782;8783;8784;8785;8786;8787;8788;8789;8790;8791;8792;8793;8794;8795;8796;8797;8798;8799;8800;8801;8802;9260;9261;9262;9263;9264;9265;9266;9267;9268;9269;9270;9271;9272;9273;9274;9275;9276;9277;9278;9279;9280;9281;9282;9283;9284;9285;9286;9819;9820;9821;9822;9823;9824;9825;9826;9827;9828;9829;9830;9831;9832;9833;9834;9835;9836;9837;9838;9839;9840;9841;9842;9843;9844;9845;9846;9847;9848;9849;9850;9851;9852;9853;9854;9855;9856;9857;9858;9859;9860;9861;9862;9863;9864;9865;10416;11701;11702;11703;11704;11705;11706;11707;11708;11709;11710;11711;11712;11713;11714;11715;11716;11717;11718;11719;11720;11721;11722;11723;11724;11725;11726;11748;11749;11750;11751;11752;11753;11754;11755;11987;11988;11989;11990;11991;11992;11993;11994;11995;11996;11997;11998;11999;12000;12001;12002;12003;12004;12005;12006;12007;12008;12009;12010;15359;15360;15361;15362;15363;15364;15365;15366;15367;15368;15369;15370;15371;15372;15373;15374	172;3825;4077;6019;8246;8802;9264;9286;9833;10416;11708;11752;11992;15365		
b3297	b3297	5	5	5		1	5	5	5	46.5	46.5	46.5	13.845	129	129	0	13.154	0.64422	1.0806	3.388	7	0	Leave out requantified	1227700	763750	463980				251	152;1005;1389;1424;1546	True;True;True;True;True	155;1012;1404;1440;1565	318;319;1951;1952;2703;2768;3021;3022	1576;1577;1578;1579;1580;1581;1582;1583;1584;1585;1586;1587;1588;1589;8433;8434;8435;11335;11336;11583;11584;11585;11586;11587;12655;12656;12657;12658;12659;12660;12661;12662;12663	1579;8434;11336;11586;12659		
b3298	b3298	8	8	8		1	8	8	8	61	61	61	13.067	118	118	0	16.422	0.59354	1.0195	4.4351	11	0	Leave out requantified	3296300	2050400	1245900				252	105;435;589;590;782;824;825;932	True;True;True;True;True;True;True;True	106;439;594;595;788;830;831;939	220;221;876;1162;1163;1164;1165;1512;1513;1514;1589;1590;1591;1808	1125;1126;1127;1128;1129;1130;1131;1132;3989;3990;5214;5215;5216;5217;5218;5219;5220;5221;5222;6593;6594;6595;6596;6597;6598;6599;6600;6601;6602;6603;6604;6907;6908;6909;6910;6911;6912;6913;6914;6915;7991;7992;7993	1132;3989;5214;5217;6602;6908;6911;7991		
b3301	b3301	8	8	8		1	8	8	8	62.5	62.5	62.5	14.98	144	144	0	202.24	0.58264	0.99251	11.026	15	0	Leave out requantified	3022700	2017700	1004900				253	13;21;635;659;974;1159;1721;1766	True;True;True;True;True;True;True;True	13;21;640;641;665;981;1167;1741;1786	27;42;43;1236;1237;1238;1239;1279;1280;1281;1892;1893;2256;2257;3406;3407;3494;3495	123;234;235;236;237;238;239;240;241;242;243;244;245;246;247;248;5476;5477;5478;5479;5480;5481;5482;5483;5484;5485;5486;5487;5488;5489;5490;5491;5673;5674;5675;8250;8251;8252;8253;8254;8255;8256;8257;8258;8259;8260;9677;9678;9679;9680;9681;9682;9683;9684;9685;9686;9687;9688;9689;9690;9691;9692;9693;14252;14253;14254;14255;14256;14257;14634;14635;14636	123;237;5481;5674;8258;9677;14253;14635	16	55
b3302	b3302	3	3	3		1	3	3	3	30.5	30.5	30.5	6.5417	59	59	0	5.8501	0.56254	0.98876	7.9782	4	0	Leave out requantified	640550	402360	238190				254	214;215;1459	True;True;True	217;218;1475	441;442;443;2851	2127;2128;2129;2130;2131;2132;2133;2134;2135;2136;2137;2138;11932	2129;2136;11932		
b3303	b3303	9	9	9		1	9	9	9	65.3	65.3	65.3	17.603	167	167	0	53.976	0.64079	1.0375	9.3779	15	0	Leave out requantified	3666500	2264800	1401800				255	235;254;505;854;1345;1372;1553;1731;1743	True;True;True;True;True;True;True;True;True	239;258;509;860;1360;1387;1572;1751;1763	503;504;505;540;541;988;989;1644;1645;2638;2639;2674;3036;3420;3421;3447	2416;2417;2418;2419;2420;2421;2422;2423;2424;2425;2426;2427;2428;2429;2565;2566;2567;2568;2569;2570;2571;2572;2573;2574;2575;2576;2577;2578;2579;2580;2581;2582;4451;4452;4453;4454;4455;7149;7150;7151;11117;11118;11233;12707;12708;12709;12710;12711;12712;14281;14282;14283;14284;14285;14286;14287;14288;14449	2425;2578;4451;7150;11118;11233;12709;14288;14449		
b3304	b3304	6	6	6		1	6	6	6	49.6	49.6	49.6	12.769	117	117	0	8.7375	0.65455	1.1153	32.697	9	0	Leave out requantified	1012700	632490	380230				256	662;795;998;1168;1488;1816	True;True;True;True;True;True	668;801;1005;1176;1504;1837	1287;1288;1538;1936;2269;2904;2905;3583;3584	5690;5691;5692;6711;8383;8384;8385;8386;8387;9750;12175;12176;12177;12178;15013;15014;15015;15016;15017;15018;15019;15020;15021;15022;15023	5690;6711;8387;9750;12178;15021		
b3305	b3305	10	10	10		1	10	10	10	55.9	55.9	55.9	18.904	177	177	0	47.254	0.68154	1.0376	5.6096	20	0	Leave out requantified	3598800	2213600	1385200				257	147;183;301;779;907;999;1170;1423;1638;1891	True;True;True;True;True;True;True;True;True;True	148;186;305;785;914;1006;1178;1439;1657;1912	303;304;305;368;369;370;626;1505;1506;1765;1937;1938;1939;1940;1941;2272;2273;2765;2766;2767;3182;3183;3753;3754	1515;1516;1517;1518;1519;1520;1521;1522;1523;1524;1525;1526;1527;1528;1529;1530;1531;1532;1533;1534;1535;1536;1771;1772;1773;1774;1775;1776;1777;1778;1779;1780;1781;1782;1783;1784;1785;1786;1787;1788;1789;1790;1791;1792;1793;2919;2920;2921;2922;2923;2924;2925;2926;2927;2928;6526;6527;6528;6529;6530;6531;6532;6533;6534;6535;6536;6537;6538;6539;6540;6541;6542;6543;6544;6545;6546;6547;6548;6549;6550;6551;6552;6553;6554;6555;6556;6557;6558;6559;6560;6561;6562;6563;6564;6565;6566;6567;6568;6569;7800;7801;8388;8389;8390;8391;8392;8393;8394;8395;8396;8397;8398;8399;8400;8401;8402;9757;9758;9759;9760;9761;9762;9763;9764;9765;9766;9767;9768;9769;11561;11562;11563;11564;11565;11566;11567;11568;11569;11570;11571;11572;11573;11574;11575;11576;11577;11578;11579;11580;11581;11582;13194;13195;13196;13197;13198;13199;15822;15823;15824;15825;15826;15827;15828;15829;15830;15831;15832;15833;15834	1525;1778;2920;6535;7801;8399;9768;11579;13195;15824		
b3306	b3306	5	5	5		1	5	5	5	56.9	56.9	56.9	14.126	130	130	0	42.175	0.66657	1.1472	92.022	8	0	Leave out requantified	2288300	1492900	795450				258	30;246;1522;1700;1800	True;True;True;True;True	30;250;1538;1539;1719;1820;1821	64;524;525;526;2972;2973;3316;3317;3556;3557	316;317;318;2516;2517;2518;2519;2520;2521;2522;2523;2524;2525;2526;2527;2528;12417;12418;12419;12420;12421;12422;12423;12424;12425;12426;12427;12428;12429;12430;12431;12432;12433;12434;12435;12436;12437;12438;13794;13795;13796;13797;13798;13799;13800;13801;13802;13803;13804;13805;14882;14883;14884;14885;14886;14887;14888;14889;14890;14891;14892	317;2528;12421;13802;14884	17;18	3;96
b3307	b3307	4	4	4		1	4	4	4	37.6	37.6	37.6	11.58	101	101	0	4.6861	0.53541	0.95218	2.4573	5	0	Leave out requantified	1779400	1147400	632000				259	104;626;1450;1701	True;True;True;True	105;631;1466;1720	219;1225;2821;3318;3319	1119;1120;1121;1122;1123;1124;5454;11788;11789;13806;13807	1121;5454;11789;13806		
b3308	b3308	12	12	12		1	12	12	12	69.3	69.3	69.3	20.301	179	179	0	200.04	0.59469	0.92477	7.9035	26	0	Leave out requantified	8721400	5622400	3099100				260	138;139;482;685;718;946;997;1095;1117;1132;1151;1299	True;True;True;True;True;True;True;True;True;True;True;True	139;140;486;691;724;953;1004;1102;1124;1139;1159;1312;1313	286;287;288;289;290;291;292;293;953;954;955;956;1329;1330;1331;1381;1832;1935;2123;2158;2159;2160;2161;2198;2199;2200;2244;2550;2551;2552;2553;2554;2555;2556	1437;1438;1439;1440;1441;1442;1443;1444;1445;1446;1447;1448;1449;1450;1451;1452;1453;1454;1455;1456;1457;1458;1459;1460;1461;1462;1463;1464;1465;1466;1467;1468;1469;1470;1471;1472;1473;1474;1475;1476;1477;1478;1479;1480;1481;1482;1483;1484;1485;1486;1487;1488;1489;1490;1491;1492;1493;4317;4318;4319;4320;4321;4322;4323;4324;4325;4326;4327;4328;4329;4330;4331;4332;4333;4334;4335;4336;4337;4338;4339;4340;4341;4342;4343;4344;4345;5815;5816;5817;5818;5819;5820;5821;5822;5823;5824;5825;5826;5827;5828;5829;5830;5831;5832;5833;5834;5835;5836;5837;5838;5839;5840;5841;5842;5843;6036;6037;6038;6039;6040;6041;6042;6043;6044;6045;6046;6047;6048;6049;8071;8072;8073;8074;8075;8076;8077;8078;8079;8378;8379;8380;8381;8382;9131;9132;9226;9227;9228;9229;9230;9231;9232;9233;9234;9235;9236;9237;9238;9239;9240;9241;9242;9243;9244;9245;9246;9247;9248;9249;9250;9251;9252;9253;9254;9255;9256;9257;9424;9425;9426;9427;9428;9429;9430;9431;9432;9433;9434;9435;9436;9437;9438;9439;9440;9441;9442;9443;9444;9600;9601;9602;9603;9604;9605;9606;9607;9608;9609;9610;9611;10812;10813;10814;10815;10816;10817;10818;10819;10820;10821	1455;1477;4325;5831;6036;8078;8379;9131;9256;9434;9607;10819	19	96
b3309	b3309	6	6	6		1	6	6	6	25	25	25	11.316	104	104	0	14.378	0.49886	0.91007	10.522	7	0	Leave out requantified	1380300	902310	477950				261	277;278;928;1436;1775;1776	True;True;True;True;True;True	281;282;935;1452;1795;1796	585;586;1803;2800;3510;3511;3512;3513	2727;2728;2729;2730;7974;7975;7976;7977;7978;11700;14690;14691;14692;14693;14694;14695;14696;14697;14698;14699;14700;14701;14702;14703;14704	2727;2730;7976;11700;14696;14702		
b3310	b3310	5	5	5		1	5	5	5	34.1	34.1	34.1	13.541	123	123	0	5.9662	0.55875	0.90466	0.061556	4	0	Leave out requantified	997940	659080	338870				262	853;884;945;1445;1896	True;True;True;True;True	859;891;952;1461;1917	1642;1643;1711;1831;2814;2815;3763;3764	7143;7144;7145;7146;7147;7148;7493;7494;7495;7496;8070;11758;11759;15878;15879;15880	7146;7493;8070;11759;15880		
b3311	b3311	2	2	2		1	2	2	2	19	19	19	9.7043	84	84	0	9.241	NaN	NaN	NaN	1	0	Median	299060	53409	245650				263	1503;1630	True;True	1519;1649	2932;2933;3171	12286;12287;12288;12289;13159	12289;13159		
b3312	b3312	4	4	4		1	4	4	4	58.7	58.7	58.7	7.2734	63	63	0	7.0229	0.56405	0.97963	6.8129	4	0	Leave out requantified	313990	200760	113230				264	442;443;1279;1554	True;True;True;True	446;447;1290;1573	896;897;2498;3037	4089;4090;4091;4092;4093;4094;10555;10556;10557;12713;12714;12715;12716;12717	4089;4093;10556;12716		
b3313	b3313	3	3	3		1	3	3	3	23.5	23.5	23.5	15.281	136	136	0	4.4028	0.54528	0.9462	8.5788	3	0	Leave out requantified	456720	294790	161930				265	677;681;717	True;True;True	683;687;723	1316;1324;1325;1380	5766;5767;5768;5769;5770;5800;5801;6032;6033;6034;6035	5769;5801;6033		
b3314	b3314	8	8	8		1	8	8	8	40.3	40.3	40.3	25.983	233	233	0	75.954	0.588	0.871	19.194	13	0	Leave out requantified	2244300	1482600	761620				266	397;625;1010;1082;1086;1209;1809;1845	True;True;True;True;True;True;True;True	401;630;1017;1089;1093;1217;1830;1866	803;804;1224;1958;1959;2094;2095;2103;2104;2105;2356;2357;2358;2359;2360;2361;3573;3574;3642;3643	3717;3718;3719;3720;3721;3722;3723;3724;3725;3726;3727;3728;3729;3730;3731;5448;5449;5450;5451;5452;5453;8447;8448;8449;8450;8451;8452;8453;8994;8995;8996;8997;8998;8999;9000;9001;9002;9003;9004;9035;9036;9037;9038;9039;9040;9041;9042;9043;9044;9045;9046;9047;9048;9049;9050;9051;9052;9053;10054;10055;10056;10057;10058;10059;10060;10061;10062;10063;10064;10065;10066;10067;10068;10069;10070;10071;10072;10073;10074;10075;10076;10077;10078;10079;10080;10081;10082;10083;10084;10085;10086;10087;10088;10089;10090;10091;10092;10093;10094;10095;10096;10097;14969;14970;15233;15234;15235;15236;15237;15238;15239	3724;5451;8448;8995;9047;10093;14970;15234		
b3315	b3315	9	9	9		1	9	9	9	68.2	68.2	68.2	12.226	110	110	0	46.236	0.54161	0.95198	6.5671	14	0	Leave out requantified	3588600	2298700	1289900				267	29;856;857;1008;1009;1208;1664;1785;1827	True;True;True;True;True;True;True;True;True	29;862;863;864;1015;1016;1216;1683;1805;1848	63;1647;1648;1649;1650;1651;1956;1957;2355;3223;3224;3225;3530;3610	315;7161;7162;7163;7164;7165;7166;7167;7168;7169;7170;7171;8442;8443;8444;8445;8446;10050;10051;10052;10053;13339;13340;13341;13342;13343;13344;13345;13346;13347;13348;13349;13350;13351;13352;13353;13354;13355;13356;13357;13358;14754;14755;15102;15103;15104;15105;15106;15107;15108;15109	315;7163;7167;8444;8446;10050;13349;14754;15108	20	82
b3316	b3316	5	5	5		1	5	5	5	56.5	56.5	56.5	10.43	92	92	0	31.282	0.63351	1.0764	5.5774	9	0	Leave out requantified	2384200	1461500	922750				268	720;987;1078;1392;1544	True;True;True;True;True	726;994;1085;1407;1408;1562;1563	1383;1384;1923;2085;2086;2706;2707;2708;3017;3018;3019	6051;6052;6053;6054;6055;6056;6057;6058;8342;8343;8344;8345;8346;8979;8980;8981;8982;8983;8984;11339;11340;11341;11342;11343;11344;11345;11346;11347;11348;11349;11350;11351;12640;12641;12642;12643;12644;12645;12646;12647;12648;12649;12650;12651	6055;8346;8981;11346;12646	21;22	44;66
b3317	b3317	14	14	14		1	14	14	14	51.3	51.3	51.3	29.86	273	273	0	72.843	0.64037	0.96783	12.142	22	0	Leave out requantified	3863100	2411600	1451600				269	212;287;291;678;744;762;807;1062;1313;1333;1454;1458;1460;1852	True;True;True;True;True;True;True;True;True;True;True;True;True;True	215;291;295;684;750;768;813;1069;1328;1348;1470;1474;1476;1873	437;438;439;598;599;600;604;1317;1318;1319;1429;1430;1455;1557;1558;2064;2580;2614;2615;2616;2837;2844;2845;2846;2847;2848;2849;2850;2852;2853;2854;2855;3660	2098;2099;2100;2101;2102;2103;2104;2105;2106;2107;2108;2109;2110;2111;2112;2113;2772;2773;2774;2775;2776;2777;2778;2779;2780;2781;2782;2783;2784;2785;2786;2787;2788;2789;2790;2791;2792;2793;2801;2802;2803;5771;5772;5773;5774;6241;6242;6319;6783;6784;6785;6786;6787;6788;6789;6790;6791;6792;6793;8901;10908;10994;10995;10996;10997;10998;10999;11000;11001;11002;11003;11004;11005;11847;11848;11875;11876;11877;11878;11879;11880;11881;11882;11883;11884;11885;11886;11887;11888;11889;11890;11891;11892;11893;11894;11895;11896;11897;11898;11899;11900;11901;11902;11903;11904;11905;11906;11907;11908;11909;11910;11911;11912;11913;11914;11915;11916;11917;11918;11919;11920;11921;11922;11923;11924;11925;11926;11927;11928;11929;11930;11931;11933;11934;11935;11936;11937;11938;11939;11940;11941;11942;11943;11944;11945;11946;11947;11948;11949;11950;11951;11952;11953;11954;15375;15376;15377	2108;2784;2803;5774;6241;6319;6789;8901;10908;11001;11848;11923;11943;15377		
b3319	b3319	5	5	5		1	5	5	5	28.9	28.9	28.9	22.086	201	201	0	36.486	0.7483	1.0797	27.474	11	0	Leave out requantified	3839700	2270000	1569700				270	276;285;575;1501;1849	True;True;True;True;True	280;289;579;1517;1870	584;594;595;596;1133;1134;2927;2928;2929;2930;3653;3654	2726;2746;2747;2748;2749;2750;2751;2752;2753;2754;2755;2756;2757;2758;2759;2760;2761;2762;2763;2764;2765;2766;2767;2768;2769;2770;5033;5034;5035;12246;12247;12248;12249;12250;12251;12252;12253;12254;12255;12256;12257;12258;12259;12260;12261;12262;12263;12264;12265;12266;12267;12268;12269;12270;12271;12272;12273;12274;12275;12276;12277;12278;12279;12280;12281;12282;12283;12284;15341;15342;15343;15344;15345	2726;2762;5033;12267;15341		
b3320	b3320	9	9	9		1	9	9	9	46.4	46.4	46.4	22.243	209	209	0	47.757	0.75191	1.0616	6.8522	15	0	Leave out requantified	2427200	1513900	913320				271	111;312;611;632;855;1007;1237;1262;1841	True;True;True;True;True;True;True;True;True	112;316;616;637;861;1014;1245;1272;1862	232;233;234;235;639;640;1207;1232;1646;1955;2412;2462;2463;2464;2465;3632;3633;3634;3635;3636;3637	1180;1181;1182;1183;1184;1185;1186;1187;1188;1189;1190;1191;1192;1193;1194;1195;2961;2962;2963;2964;2965;2966;2967;2968;2969;2970;2971;2972;2973;2974;2975;2976;2977;2978;5384;5385;5386;5387;5388;5389;5390;5391;5392;5393;5394;5395;5396;5397;5398;5468;5469;7152;7153;7154;7155;7156;7157;7158;7159;7160;8441;10286;10453;10454;10455;10456;10457;10458;10459;15170;15171;15172;15173;15174;15175;15176;15177;15178;15179;15180;15181;15182;15183;15184;15185;15186;15187;15188;15189;15190;15191;15192;15193;15194;15195;15196;15197;15198;15199;15200;15201;15202;15203;15204;15205;15206;15207;15208;15209;15210;15211;15212;15213;15214;15215;15216;15217	1193;2973;5395;5469;7153;8441;10286;10454;15202		
